Date;Title;URL;Is_Hidden
05-03-2025;李强在政府工作报告中谈港澳台工作;http://www.locpg.gov.cn/20250305/04577f586d7f4c2589c6df57f5add67d/c.html;0
07-03-2025;李强赵乐际王沪宁蔡奇丁薛祥李希分别参加全国两会一些团组审议和讨论;http://www.locpg.gov.cn/20250307/78ad955e439d451387e80ea8e2e58712/c.html;0
07-03-2025;王沪宁丁薛祥分别参加全国人大会议一些代表团审议;http://www.locpg.gov.cn/20250307/5fa7d006f0eb42c991d2c64edbd4b41e/c.html;0
07-03-2025;全国政协领导同志分别参加全国政协十四届三次会议分组讨论;http://www.locpg.gov.cn/20250307/22edf0044eab4b9b9f7f99414841e2ee/c.html;0
05-03-2025;夏宝龙会见李家超;http://www.locpg.gov.cn/20250305/f4c852fc367343a6bcc68a22649ba3a0/c.html;0
04-03-2025;夏宝龙看望港澳地区全国人大代表全国政协委员;http://www.locpg.gov.cn/20250304/acbb5c5ad0b144758a06b2ff14433b0b/c.html;0
19-12-2024;习近平会见李家超;http://www.locpg.gov.cn/20241219/03c1518d2b7d44b8acb11ff7f7a8d30d/c.html;0
08-03-2024;王沪宁丁薛祥分别参加全国人大会议一些代表团审议;http://www.locpg.gov.cn/jsdt/2024-03/08/c_1212339569.htm;0
07-03-2024;全国政协领导同志分别参加全国政协十四届二次会议分组讨论;http://www.locpg.gov.cn/jsdt/2024-03/07/c_1212339313.htm;0
04-03-2024;夏宝龙看望港澳地区全国人大代表;http://www.locpg.gov.cn/jsdt/2024-03/04/c_1212338644.htm;0
04-03-2024;夏宝龙看望港澳地区全国政协委员;http://www.locpg.gov.cn/jsdt/2024-03/04/c_1212338452.htm;0
20-09-2024;夏宝龙会见李家超;http://www.locpg.gov.cn/jsdt/2024-09/20/c_1212398928.htm;0
23-07-2024;夏宝龙会见香港特区政府财政司司长陈茂波一行;http://www.locpg.gov.cn/jsdt/2024-07/23/c_1212382780.htm;0
12-07-2024;夏宝龙会见香港特区政府律政司司长林定国一行;http://www.locpg.gov.cn/jsdt/2024-07/12/c_1212379877.htm;0
12-07-2024;夏宝龙会见香港特区政府环境及生态局局长谢展寰一行;http://www.locpg.gov.cn/jsdt/2024-07/12/c_1212379876.htm;0
13-06-2024;夏宝龙会见香港特区政府律政司副司长张国钧一行;http://www.locpg.gov.cn/jsdt/2024-06/13/c_1212371759.htm;0
13-03-2023;习近平说，我们要扎实推进“一国两制”实践和祖国统一大业;http://www.locpg.gov.cn/jsdt/2023-03/13/c_1211737440.htm;0
13-03-2023;李强：香港、澳门的明天一定会更加美好;http://www.locpg.gov.cn/jsdt/2023-03/13/c_1211737458.htm;0
07-03-2023;赵乐际分别参加香港代表团澳门代表团审议;http://www.locpg.gov.cn/jsdt/2023-03/07/c_1211736134.htm;0
08-03-2023;王沪宁参加港澳地区全国政协委员联组讨论;http://www.locpg.gov.cn/jsdt/2023-03/08/c_1211736441.htm;0
07-03-2023;沈跃跃、梁振英、苏辉分别参加全国政协十四届一次会议分组讨论;http://www.locpg.gov.cn/jsdt/2023-03/07/c_1211735892.htm;0
06-03-2023;夏宝龙会见李家超;http://www.locpg.gov.cn/jsdt/2023-03/06/c_1211735634.htm;0
05-03-2023;李克强在政府工作报告中谈今年民族、宗教、侨务、国防、港澳台、外交工作;http://www.locpg.gov.cn/jsdt/2023-03/05/c_1211735440.htm;0
05-03-2023;李克强在政府工作报告中介绍民族、宗教、侨务、国防、港澳台、外交工作五年成就;http://www.locpg.gov.cn/jsdt/2023-03/05/c_1211735439.htm;0
14-02-2023;夏宝龙会见香港社会人士并听取香港特区政府有关施政情况汇报;http://www.locpg.gov.cn/jsdt/2023-02/14/c_1211728539.htm;0
03-02-2023;港澳系统深入学习贯彻党的二十大精神专题会议召开 夏宝龙出席并讲话;http://www.locpg.gov.cn/jsdt/2023-02/03/c_1211724947.htm;0
23-12-2022;习近平会见来京述职的李家超;http://www.locpg.gov.cn/jsdt/2022-12/23/c_1211711920.htm;0
26-12-2022;李克强会见来京述职的李家超 韩正出席;http://www.locpg.gov.cn/jsdt/2022-12/26/c_1211712294.htm;0
21-11-2022;夏宝龙：“一国两制”这一好制度必须长期坚持;http://www.locpg.gov.cn/jsdt/2022-11/21/c_1211702806.htm;0
16-10-2022;习近平强调，坚持和完善“一国两制”，推进祖国统一;http://www.locpg.gov.cn/jsdt/2022-10/16/c_1211693108.htm;0
28-09-2022;全国政协办公厅、中共中央统战部、国务院侨办、国务院港澳办、国务院台办、中国侨联联合举行国庆招待会 汪洋致辞;http://www.locpg.gov.cn/jsdt/2022-09/28/c_1211688744.htm;0
31-08-2022;韩正在香港第七届“一带一路”高峰论坛上发表视频致辞;http://www.locpg.gov.cn/jsdt/2022-08/31/c_1211681140.htm;0
19-07-2022;“学习贯彻习近平主席在庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼上重要讲话精神”专题研讨会举行 夏宝龙出席并致辞;http://www.locpg.gov.cn/jsdt/2022-07/19/c_1211668332.htm;0
02-07-2022;习近平会见香港特别行政区新任行政、立法、司法机关负责人;http://www.locpg.gov.cn/jsdt/2022-07/02/c_1211663453.htm;0
02-07-2022;习近平在庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼上的讲话（全文）;http://www.locpg.gov.cn/jsdt/2022-07/02/c_1211663409.htm;0
01-07-2022;习近平视察驻香港部队;http://www.locpg.gov.cn/jsdt/2022-07/01/c_1211663382.htm;0
01-07-2022;习近平会见李家超;http://www.locpg.gov.cn/jsdt/2022-07/01/c_1211663202.htm;0
01-07-2022;庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行 习近平出席并发表重要讲话;http://www.locpg.gov.cn/jsdt/2022-07/01/c_1211663187.htm;0
01-07-2022;圆满结束在香港的各项活动 习近平离开香港;http://www.locpg.gov.cn/jsdt/2022-07/01/c_1211663183.htm;0
01-07-2022;习近平会见中央驻港机构和主要中资机构负责人;http://www.locpg.gov.cn/jsdt/2022-07/01/c_1211662985.htm;0
01-07-2022;习近平会见香港纪律部队代表;http://www.locpg.gov.cn/jsdt/2022-07/01/c_1211662983.htm;0
01-07-2022;习近平会见香港各界代表人士;http://www.locpg.gov.cn/jsdt/2022-07/01/c_1211662981.htm;0
01-07-2022;习近平会见香港特别行政区行政、立法、司法机关负责人;http://www.locpg.gov.cn/jsdt/2022-07/01/c_1211662973.htm;0
01-07-2022;习近平考察香港科学园;http://www.locpg.gov.cn/jsdt/2022-07/01/c_1211662967.htm;0
30-06-2022;习近平会见贺一诚;http://www.locpg.gov.cn/jsdt/2022-06/30/c_1211662635.htm;0
30-06-2022;习近平会见全国政协副主席梁振英 委托相关方面转达对全国政协副主席董建华的问候;http://www.locpg.gov.cn/jsdt/2022-06/30/c_1211662628.htm;0
30-06-2022;习近平会见林郑月娥;http://www.locpg.gov.cn/jsdt/2022-06/30/c_1211662625.htm;0
30-06-2022;习近平抵达香港 出席庆祝香港回归祖国25周年大会暨香港特区第六届政府就职典礼并对香港进行视察;http://www.locpg.gov.cn/jsdt/2022-06/30/c_1211662615.htm;0
22-06-2022;“‘一国两制’是科学、可行、有生命力的”——访全国政协副主席梁振英;http://www.locpg.gov.cn/jsdt/2022-06/22/c_1211659456.htm;0
30-05-2022;习近平会见李家超;http://www.locpg.gov.cn/jsdt/2022-05/30/c_1211652085.htm;0
30-05-2022;李克强会见李家超 颁发任命李家超为香港特别行政区第六任行政长官的国务院令 韩正出席;http://www.locpg.gov.cn/jsdt/2022-05/30/c_1211652079.htm;0
20-05-2022;李克强主持召开国务院第七次全体会议 决定任命李家超为香港特别行政区第六任行政长官 韩正等出席;http://www.locpg.gov.cn/jsdt/2022-05/20/c_1211649352.htm;0
14-05-2022;全国政协召开双周协商座谈会 围绕“进一步提升爱国爱港爱澳力量能力建设”协商议政 汪洋主持;http://www.locpg.gov.cn/jsdt/2022-05/14/c_1211646966.htm;0
09-03-2022;全国政协领导同志分别参加全国政协十三届五次会议讨论;http://www.locpg.gov.cn/jsdt/2022-03/09/c_1211602195.htm;0
07-03-2022;韩正分别参加香港代表团澳门代表团审议;http://www.locpg.gov.cn/jsdt/2022-03/07/c_1211599422.htm;0
06-03-2022;韩正看望港澳地区全国政协委员并参加讨论;http://www.locpg.gov.cn/jsdt/2022-03/06/c_1211598197.htm;0
05-03-2022;李克强在政府工作报告中谈港澳台工作;http://www.locpg.gov.cn/jsdt/2022-03/05/c_1211596990.htm;0
