Date;Title;URL;Is_Hidden
14-02-2026;中國人民銀行將在香港發行500億元人民幣央行票據;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/20260214/006bea481c9548ff9e905a7364300912/c.html;0
27-04-2025;國家市場監督管理總局：長和港口交易各方 不得採取任何方式規避反壟斷審查;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/20250427/ef08fea016714c4987eb46fa8cb939b3/c.html;0
23-04-2025;我國第四批航天員正按計劃有序訓練 港澳航天員最早將在2026年首次執行飛行任務;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/20250423/3ae1bb2089094256a50f256f0a9d19f2/c.html;0
15-11-2024;中華人民共和國出入境管理局關於在深圳灣、拱北口岸試點啟用「免出示證件」通道的公告;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-11/15/c_1212407304.htm;0
09-10-2024;內地與香港簽署《關於修訂＜CEPA服務貿易協議＞的協議二》;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-10/09/c_1212403875.htm;0
21-08-2024;教育部啟動第二批「國優計劃」試點 香港地區高校首次加入;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-08/21/c_1212390292.htm;0
01-07-2024;港澳永久性居民中的非中國籍人員7月10日起可申辦來往內地通行證件;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-07/01/c_1212376874.htm;0
01-07-2024;內地與香港實質性完成CEPA服務貿易協議新一輪修訂磋商;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-07/01/c_1212376985.htm;0
16-05-2024;關於全面實施外國旅遊團乘坐郵輪入境免簽政策的公告;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-05/16/c_1212362652.htm;0
11-05-2024;中華人民共和國出入境管理局關於在山西省太原市等8個城市簽發往來港澳「個人旅遊簽注」的公告;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-05/11/c_1212361062.htm;0
28-04-2024;國家移民管理局出台進一步便民利企出入境管理若干政策措施 5月6日起換發補發出入境證件可「全程網辦」;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-04/28/c_1212357547.htm;0
28-04-2024;國家移民管理局關於實施進一步便民利企出入境管理若干政策措施的公告;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-04/28/c_1212357542.htm;0
19-04-2024;中國證監會發布5項資本市場對港合作措施;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-04/19/c_1212354644.htm;0
23-02-2024;關於在陜西省西安市、山東省青島市簽發往來港澳「個人旅遊簽注」的公告;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2024-02/23/c_1212335526.htm;0
07-12-2023;財政部將在香港發行100億元人民幣國債;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-12/07/c_1212311563.htm;0
12-05-2023;18條重磅措施！5月15日起實施;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-05/12/c_1212176444.htm;0
11-05-2023;5月15日起全面恢復口岸快捷通關;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-05/11/c_1212175825.htm;0
11-05-2023;關於進一步調整優化若干出入境管理政策措施的公告;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-05/11/c_1212175829.htm;0
11-05-2023;進一步調整優化出入境管理政策措施「問與答」;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-05/11/c_1212175830.htm;0
04-05-2023;中國人民銀行公布《內地與香港利率互換市場互聯互通合作管理暫行辦法》;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-05/04/c_1212173696.htm;0
02-05-2023;「港車北上」政策正式公布;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-05/02/c_1212173313.htm;0
28-04-2023;關於延長港澳居民來往內地通行證有效期的公告;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-04/28/c_1212172346.htm;0
18-04-2023;內地供港生乳監管措施再優化 從申報到通關壓縮到6小時內;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-04/18/c_1212130845.htm;0
24-02-2023;中國人民銀行 銀保監會 證監會 外匯局 廣東省人民政府關於金融支持前海深港現代服務業合作區全面深化改革開放的意見;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-02/24/c_1211732593.htm;0
24-02-2023;中國人民銀行 銀保監會 證監會 外匯局 廣東省人民政府關於金融支持橫琴粵澳深度合作區建設的意見;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-02/24/c_1211732591.htm;0
24-02-2023;中國人民銀行等推出金融舉措支持橫琴、前海改革開放 推動粵港澳合作發展;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-02/24/c_1211732583.htm;0
09-02-2023;2023年2月20日起粵港澳大灣區內地城市試點實施往來港澳人才簽注政策;http://big5.locpg.gov.cn/gate/big5/www.locpg.gov.cn/jsdt/2023-02/09/c_1211726855.htm;0
